Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"19506","","","None","192.168.0.123","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - The ping round trip time 
  - Whether credentialed or third-party patch management
    checks are possible.
  - Whether the display of superseded patches is enabled
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 10.9.3
Nessus build : 20023
Plugin feed version : 202508200628
Scanner edition used : Nessus

ERROR: Your plugins have not been updated since 2025/8/20
Performing a scan with an older plugin set will yield out-of-date results and
produce an incomplete audit. Please run nessus-update-plugins to get the
newest vulnerability checks from Nessus.org.

Scanner OS : LINUX
Scanner distribution : ubuntu1604-x86-64
Scan type : Normal
Scan name : Photographer
Scan policy used : without
Scanner IP : 192.168.0.178
Port scanner(s) : nessus_syn_scanner 
Port range : 65535
Ping RTT : 199.428 ms
Thorough tests : no
Experimental tests : no
Scan for Unpatched Vulnerabilities : no
Plugin debugging enabled : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
Display superseded patches : yes (supersedence plugin did not launch)
CGI scanning : disabled
Web application tests : disabled
Max hosts : 100
Max checks : 5
Recv timeout : 5
Backports : Detected
Allow post-scan editing : Yes
Nessus Plugin Signature Checking : Enabled
Audit File Signature Checking : Disabled
Scan Start Date : 2025/12/20 12:51 UTC 
Scan duration : 151 sec
Scan for malware : no
"
"24260","","","None","192.168.0.123","tcp","80","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive is enabled, etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 200 OK

Protocol version : HTTP/1.1
HTTP/2 TLS Support: No
HTTP/2 Cleartext Support: No
SSL : no
Keep-Alive : yes
Options allowed : (Not implemented)
Headers :

  Date: Sat, 20 Dec 2025 12:53:06 GMT
  Server: Apache/2.4.18 (Ubuntu)
  Last-Modified: Tue, 21 Jul 2020 09:32:32 GMT
  ETag: ""164f-5aaf04d7cd1a0""
  Accept-Ranges: bytes
  Content-Length: 5711
  Vary: Accept-Encoding
  Keep-Alive: timeout=5, max=100
  Connection: Keep-Alive
  Content-Type: text/html
  
Response Body :

<!DOCTYPE HTML>
<!--
	Photographer by v1n1v131r4
	-->
<html>
	<head>
		<title>Photographer by v1n1v131r4</title>
		<meta charset=""utf-8"" />
		<meta name=""viewport"" content=""width=device-width, initial-scale=1"" />
		<link rel=""stylesheet"" href=""assets/css/main.css"" />
	</head>
	<body>

		<!-- Header -->
			<header id=""header"" class=""alt"">
				<div class=""logo""><a href=""index.html"">Photographer <span>by v1n1v131r4</span></a></div>
				<a href=""#menu"">Menu</a>
			</header>

		<!-- Nav -->
			<nav id=""menu"">
				<ul class=""links"">
					<li><a href=""index.html"">Home</a></li>
					<li><a href=""generic.html"">Generic</a></li>
					<li><a href=""elements.html"">Elements</a></li>
				</ul>
			</nav>

		<!-- Banner -->
			<section class=""banner full"">
				<article>
					<img src=""images/slide01.jpg"" alt="""" />
					<div class=""inner"">
						<header>
							<p>A prep OSCP machine by <a href=""https://templated.co"">v1n1v131r4</a></p>
							<h2>Photographer</h2>
						</header>
					</div>
				</article>
				<article>
					<img src=""images/slide02.jpg"" alt="""" />
					<div class=""inner"">
						<header>
							<p>Lorem ipsum dolor sit amet nullam feugiat</p>
							<h2>Magna etiam</h2>
						</header>
					</div>
				</article>
				<article>
					<img src=""images/slide03.jpg""  alt="""" />
					<div class=""inner"">
						<header>
							<p>Sed cursus aliuam veroeros lorem ipsum nullam</p>
							<h2>Tempus dolor</h2>
						</header>
					</div>
				</article>
				<article>
					<img src=""images/slide04.jpg""  alt="""" />
					<div class=""inner"">
						<header>
							<p>Adipiscing lorem ipsum feugiat sed phasellus consequat</p>
							<h2>Etiam feugiat</h2>
						</header>
					</div>
				</article>
				<article>
					<img src=""images/slide05.jpg""  alt="""" />
					<div class=""inner"">
						<header>
							<p>Ipsum dolor sed magna veroeros lorem ipsum</p>
							<h2>Lorem adipiscing</h2>
						</header>
					</div>
				</article>
			</section>

		<!-- One -->
			<section id=""one"" class=""wrapper style2"">
				<div class=""inner"">
					<div class=""grid-style"">

						<div>
							<div class=""box"">
								<div class=""image fit"">
									<img src=""images/pic02.jpg"" alt="""" />
								</div>
								<div class=""content"">
									<header class=""align-center"">
										<p>maecenas sapien feugiat ex purus</p>
										<h2>Lorem ipsum dolor</h2>
									</header>
									<p> Cras aliquet urna ut sapien tincidunt, quis malesuada elit facilisis. Vestibulum sit amet tortor velit. Nam elementum nibh a libero pharetra elementum. Maecenas feugiat ex purus, quis volutpat lacus placerat malesuada.</p>
									<footer class=""align-center"">
										<a href=""#"" class=""button alt"">Learn More</a>
									</footer>
								</div>
							</div>
						</div>

						<div>
							<div class=""box"">
								<div class=""image fit"">
									<img src=""images/pic03.jpg"" alt="""" />
								</div>
								<div class=""content"">
									<header class=""align-center"">
										<p>mattis elementum sapien pretium tellus</p>
										<h2>Vestibulum sit amet</h2>
									</header>
									<p> Cras aliquet urna ut sapien tincidunt, quis malesuada elit facilisis. Vestibulum sit amet tortor velit. Nam elementum nibh a libero pharetra elementum. Maecenas feugiat ex purus, quis volutpat lacus placerat malesuada.</p>
									<footer class=""align-center"">
										<a href=""#"" class=""button alt"">Learn More</a>
									</footer>
								</div>
							</div>
						</div>

					</div>
				</div>
			</section>

		<!-- Two -->
			<section id=""two"" class=""wrapper style3"">
				<div class=""inner"">
					<header class=""align-center"">
						<p>Nam vel ante sit amet libero scelerisque facilisis eleifend vitae urna</p>
						<h2>Morbi maximus justo</h2>
					</header>
				</div>
			</section>

		<!-- Three -->
			<section id=""three"" class=""wrapper style2"">
				<div class=""inner"">
					<header class=""align-center"">
						<p class=""special"">Nam vel ante sit amet libero scelerisque facilisis eleifend vitae urna</p>
						<h2>Morbi maximus justo</h2>
					</header>
					<div class=""gallery"">
						<div>
							<div class=""image fit"">
								<a href=""#""><img src=""images/pic01.jpg"" alt="""" /></a>
							</div>
						</div>
						<div>
							<div class=""image fit"">
								<a href=""#""><img src=""images/pic02.jpg"" alt="""" /></a>
							</div>
						</div>
						<div>
							<div class=""image fit"">
								<a href=""#""><img src=""images/pic03.jpg"" alt="""" /></a>
							</div>
						</div>
						<div>
							<div class=""image fit"">
								<a href=""#""><img src=""images/pic04.jpg"" alt="""" /></a>
							</div>
						</div>
					</div>
				</div>
			</section>


		<!-- Footer -->
			<footer id=""footer"">
				<div class=""container"">
					<ul class=""icons"">
						<li><a href=""#"" class=""icon fa-twitter""><span class=""label"">Twitter</span></a></li>
						<li><a href=""#"" class=""icon fa-facebook""><span class=""label"">Facebook</span></a></li>
						<li><a href=""#"" class=""icon fa-instagram""><span class=""label"">Instagram</span></a></li>
						<li><a href=""#"" class=""icon fa-envelope-o""><span class=""label"">Email</span></a></li>
					</ul>
				</div>
				<div class=""copyright"">
					&copy; Untitled. All rights reserved.
				</div>
			</footer>

		<!-- Scripts -->
			<script src=""assets/js/jquery.min.js""></script>
			<script src=""assets/js/jquery.scrollex.min.js""></script>
			<script src=""assets/js/skel.min.js""></script>
			<script src=""assets/js/util.js""></script>
			<script src=""assets/js/main.js""></script>

	</body>
</html>
"
"25220","","","None","192.168.0.123","tcp","0","TCP/IP Timestamps Supported","The remote service implements TCP timestamps.","The remote host implements TCP timestamps, as defined by RFC1323.  A
side effect of this feature is that the uptime of the remote host can
sometimes be computed.","n/a","http://www.ietf.org/rfc/rfc1323.txt",""
"25240","","","None","192.168.0.123","tcp","445","Samba Server Detection","An SMB server is running on the remote host.","The remote host is running Samba, a CIFS/SMB server for Linux and
Unix.","n/a","https://www.samba.org/",""
"35716","","","None","192.168.0.123","tcp","0","Ethernet Card Manufacturer Detection","The manufacturer can be identified from the Ethernet OUI.","Each ethernet MAC address starts with a 24-bit Organizationally 
Unique Identifier (OUI). These OUIs are registered by IEEE.","n/a","https://standards.ieee.org/faqs/regauth.html
http://www.nessus.org/u?794673b4","
The following card manufacturers were identified :

08:00:27:35:F9:D7 : PCS Systemtechnik GmbH
"
"39521","","","None","192.168.0.123","tcp","80","Backported Security Patch Detection (WWW)","Security patches are backported.","Security patches may have been 'backported' to the remote HTTP server
without changing its version number.

Banner-based checks have been disabled to avoid false positives.

Note that this test is informational only and does not denote any
security problem.","n/a","https://access.redhat.com/security/updates/backporting/?sc_cid=3093","
Give Nessus credentials to perform local checks.
"
"42411","CVE-1999-0519","7.5","High","192.168.0.123","tcp","445","Microsoft Windows SMB Shares Unprivileged Access","It is possible to access a network share.","The remote host has one or more Windows shares that can be accessed through
the network with the given credentials. 

Depending on the share rights, it may allow an attacker to read/write
confidential data.","To restrict access under Windows, open Explorer, right click on
each share, go to the 'Sharing' tab, and click on 'Permissions'.","","
The following shares can be accessed using a NULL session  :

- sambashare  - (readable)
  + Content of this share :
..
mailsent.txt
wordpress.bkp.zip

"
"42411","CVE-1999-0520","7.5","High","192.168.0.123","tcp","445","Microsoft Windows SMB Shares Unprivileged Access","It is possible to access a network share.","The remote host has one or more Windows shares that can be accessed through
the network with the given credentials. 

Depending on the share rights, it may allow an attacker to read/write
confidential data.","To restrict access under Windows, open Explorer, right click on
each share, go to the 'Sharing' tab, and click on 'Permissions'.","","
The following shares can be accessed using a NULL session  :

- sambashare  - (readable)
  + Content of this share :
..
mailsent.txt
wordpress.bkp.zip

"
"43111","","","None","192.168.0.123","tcp","80","HTTP Methods Allowed (per directory)","This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.","n/a","http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods GET HEAD OPTIONS POST are allowed on : 

    /

"
"45590","","","None","192.168.0.123","tcp","0","Common Platform Enumeration (CPE)","It was possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 

Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information
available from the scan.","n/a","http://cpe.mitre.org/
https://nvd.nist.gov/products/cpe","
Following application CPE's matched on the remote system : 

  cpe:/a:apache:http_server:2.4.18 -> Apache Software Foundation Apache HTTP Server
  cpe:/a:apache:http_server:2.4.99 -> Apache Software Foundation Apache HTTP Server
  cpe:/a:jquery:jquery:1.11.3 -> jQuery
  cpe:/a:samba:samba:4.3.11 -> Samba Samba
"
"48204","","","None","192.168.0.123","tcp","80","Apache HTTP Server Version","It is possible to obtain the version number of the remote Apache HTTP
server.","The remote host is running the Apache HTTP Server, an open source web
server. It was possible to read the version number from the banner.","n/a","https://httpd.apache.org/","
  URL        : http://192.168.0.123/
  Version    : 2.4.99
  Source     : Server: Apache/2.4.18 (Ubuntu)
  backported : 1
  os         : ConvertedUbuntu
"
"54615","","","None","192.168.0.123","tcp","0","Device Type","It is possible to guess the remote device type.","Based on the remote operating system, it is possible to determine
what the remote system type is (eg: a printer, router, general-purpose
computer, etc).","n/a","","Remote device type : general-purpose
Confidence level : 85
"
"57608","","5.0","Medium","192.168.0.123","tcp","445","SMB Signing not required","Signing is not required on the remote SMB server.","Signing is not required on the remote SMB server. An unauthenticated,
remote attacker can exploit this to conduct man-in-the-middle attacks
against the SMB server.","Enforce message signing in the host's configuration. On Windows, this
is found in the policy setting 'Microsoft network server: Digitally
sign communications (always)'. On Samba, the setting is called 'server
signing'. See the 'see also' links for further details.","http://www.nessus.org/u?df39b8b3
http://technet.microsoft.com/en-us/library/cc731957.aspx
http://www.nessus.org/u?74b80723
https://www.samba.org/samba/docs/current/man-html/smb.conf.5.html
http://www.nessus.org/u?a3cac4ea",""
"60119","","","None","192.168.0.123","tcp","445","Microsoft Windows SMB Share Permissions Enumeration","It was possible to enumerate the permissions of remote network shares.","By using the supplied credentials, Nessus was able to enumerate the
permissions of network shares. User permissions are enumerated for
each network share that has a list of access control entries (ACEs).","n/a","https://technet.microsoft.com/en-us/library/bb456988.aspx
https://technet.microsoft.com/en-us/library/cc783530.aspx","
Share path : \\PHOTOGRAPHER\print$
Local path : C:\var\lib\samba\printers
Comment : Printer Drivers
[*] Allow ACE for Everyone (S-1-1-0): 0x001f01ff
    FILE_GENERIC_READ:         YES
    FILE_GENERIC_WRITE:        YES
    FILE_GENERIC_EXECUTE:      YES

Share path : \\PHOTOGRAPHER\sambashare
Local path : C:\home\agi\share
Comment : Samba on Ubuntu
[*] Allow ACE for Everyone (S-1-1-0): 0x001f01ff
    FILE_GENERIC_READ:         YES
    FILE_GENERIC_WRITE:        YES
    FILE_GENERIC_EXECUTE:      YES

Share path : \\PHOTOGRAPHER\IPC$
Local path : C:\tmp
Comment : IPC Service (photographer server (Samba, Ubuntu))
[*] Allow ACE for Everyone (S-1-1-0): 0x001f01ff
    FILE_GENERIC_READ:         YES
    FILE_GENERIC_WRITE:        YES
    FILE_GENERIC_EXECUTE:      YES
"
"66717","","","None","192.168.0.123","udp","5353","mDNS Detection (Local Network)","It is possible to obtain information about the remote host.","The remote service understands the Bonjour (also known as ZeroConf or
mDNS) protocol, which allows anyone to uncover information from the
remote host such as its operating system type and exact version, its
hostname, and the list of services it is running. 

This plugin attempts to discover mDNS used by hosts residing on the same
network segment as Nessus.","Filter incoming traffic to UDP port 5353, if desired.","","Nessus was able to extract the following information :

  - mDNS hostname       : photographer.local.

"
"86420","","","None","192.168.0.123","tcp","0","Ethernet MAC Addresses","This plugin gathers MAC addresses from various sources and
consolidates them into a list.","This plugin gathers MAC addresses discovered from both remote probing
of the host (e.g. SNMP and Netbios) and from running local checks
(e.g. ifconfig). It then consolidates the MAC addresses into a single,
unique, and uniform list.","n/a","","The following is a consolidated list of detected MAC addresses:
  - 08:00:27:35:F9:D7
"
"96982","","","None","192.168.0.123","tcp","445","Server Message Block (SMB) Protocol Version 1 Enabled (uncredentialed check)","The remote host supports the SMBv1 protocol.","The remote host (Windows and/or Samba server) supports Server Message Block Protocol
version 1 (SMBv1). Microsoft recommends that users discontinue the use
of SMBv1 due to the lack of security features that were included in
later SMB versions. Additionally, most security and compliance agencies 
recommend that users disable SMBv1 per SMB best practices.","Disable SMBv1 according to the vendor instructions in Microsoft
KB2696547. Additionally, block SMB directly by blocking TCP port 445
on all network boundary devices. For SMB over the NetBIOS API, block
TCP ports 137 / 139 and UDP ports 137 / 138 on all network boundary
devices.","http://www.nessus.org/u?59bfc3ef
http://www.nessus.org/u?b9d9ebf9
http://www.nessus.org/u?8dcab5e4
http://www.nessus.org/u?234f8ef8
http://www.nessus.org/u?4c7e0cf3","
The remote host supports SMBv1.
"
"100871","","","None","192.168.0.123","tcp","445","Microsoft Windows SMB Versions Supported (remote check)","It was possible to obtain information about the version of SMB running
on the remote host.","Nessus was able to obtain the version of SMB running on the remote
host by sending an authentication request to port 139 or 445.

Note that this plugin is a remote check and does not work on agents.","n/a","","
The remote host supports the following versions of SMB :
  SMBv1
  SMBv2
"
"104887","","","None","192.168.0.123","tcp","445","Samba Version","It was possible to obtain the samba version from the remote 
operating system.","Nessus was able to obtain the samba version from the remote 
operating by sending an authentication request to port 139 or 445. 
Note that this plugin requires SMB1 to be enabled on the host.","n/a","","
The remote Samba Version is : Samba 4.3.11-Ubuntu"
"106658","","","None","192.168.0.123","tcp","80","JQuery Detection","The web server on the remote host uses JQuery.","Nessus was able to detect JQuery on the remote host.","n/a","https://jquery.com/","
  URL     : http://192.168.0.123/assets/js/jquery.min.js
  Version : 1.11.3
"
"106716","","","None","192.168.0.123","tcp","445","Microsoft Windows SMB2 and SMB3 Dialects Supported (remote check)","It was possible to obtain information about the dialects of SMB2 and SMB3 available
on the remote host.","Nessus was able to obtain the set of SMB2 and SMB3 dialects running on the remote
host by sending an authentication request to port 139 or 445.","n/a","","
The remote host supports the following SMB dialects :
	_version_  _introduced in windows version_
	2.0.2      Windows 2008  
	2.1        Windows 7     
	2.2.2      Windows 8 Beta
	2.2.4      Windows 8 Beta
	3.0        Windows 8     
	3.0.2      Windows 8.1   
	3.1        Windows 10    
	3.1.1      Windows 10    
"
"135860","","","None","192.168.0.123","tcp","445","WMI Not Available","WMI queries could not be made against the remote host.","WMI (Windows Management Instrumentation) is not available on the
remote host over DCOM. WMI queries are used to gather information
about the remote host, such as its current state, network interface
configuration, etc.

Without this information Nessus may not be able to identify installed
software or security vunerabilities that exist on the remote host.","n/a","https://docs.microsoft.com/en-us/windows/win32/wmisdk/wmi-start-page","Can't connect to the 'root\CIMV2' WMI namespace."
"209654","","","None","192.168.0.123","tcp","0","OS Fingerprints Detected","Multiple OS fingerprints were detected.","Using a combination of remote probes (TCP/IP, SMB, HTTP, NTP, SNMP, etc), 
it was possible to gather one or more fingerprints from the remote system. 
While the highest-confidence result was reported in plugin 11936, “OS Identification”, 
the complete set of fingerprints detected are reported here.","n/a","","
Following OS Fingerprints were found

Remote operating system : Ubuntu 16.04 Linux Kernel 4.4
Confidence level : 56
Method : MLSinFP
Type : unknown
Fingerprint : unknown

Remote operating system : Ubuntu 16.x
Confidence level : 85
Method : HTTP
Type : general-purpose
Fingerprint : unknown

Remote operating system : Linux
Confidence level : 59
Method : SinFP
Type : general-purpose
Fingerprint : SinFP:
   P1:B10113:F0x12:W29200:O0204ffff:M1460:
   P2:B10113:F0x12:W28960:O0204ffff0402080affffffff4445414401030307:M1460:
   P3:B00000:F0x00:W0:O0:M0
   P4:191303_7_p=139
"
